:START_ID,:END_ID,relation,:TYPE
15,26010,Mo-min,Mo-min
16,26011,Mo-min,Mo-min
17,26012,Mo-min,Mo-min
18,26013,Mo-min,Mo-min
19,26014,Mo-min,Mo-min
21,26015,Mo-min,Mo-min
22,26016,Mo-min,Mo-min
23,26017,Mo-min,Mo-min
25,26018,Mo-min,Mo-min
26,26019,Mo-min,Mo-min
27,26020,Mo-min,Mo-min
28,26021,Mo-min,Mo-min
29,26022,Mo-min,Mo-min
30,26023,Mo-min,Mo-min
34,26024,Mo-min,Mo-min
35,26025,Mo-min,Mo-min
37,26026,Mo-min,Mo-min
38,26027,Mo-min,Mo-min
39,26028,Mo-min,Mo-min
40,26029,Mo-min,Mo-min
41,26030,Mo-min,Mo-min
42,26031,Mo-min,Mo-min
43,26032,Mo-min,Mo-min
44,26033,Mo-min,Mo-min
47,26034,Mo-min,Mo-min
48,26035,Mo-min,Mo-min
49,26036,Mo-min,Mo-min
50,26037,Mo-min,Mo-min
51,26038,Mo-min,Mo-min
52,26039,Mo-min,Mo-min
53,26040,Mo-min,Mo-min
54,26041,Mo-min,Mo-min
55,26042,Mo-min,Mo-min
56,26043,Mo-min,Mo-min
57,26044,Mo-min,Mo-min
58,26045,Mo-min,Mo-min
59,26046,Mo-min,Mo-min
60,26047,Mo-min,Mo-min
61,26048,Mo-min,Mo-min
62,26049,Mo-min,Mo-min
63,26050,Mo-min,Mo-min
64,26051,Mo-min,Mo-min
65,26052,Mo-min,Mo-min
66,26053,Mo-min,Mo-min
67,26054,Mo-min,Mo-min
68,26055,Mo-min,Mo-min
70,26056,Mo-min,Mo-min
72,26057,Mo-min,Mo-min
74,26058,Mo-min,Mo-min
75,26059,Mo-min,Mo-min
77,26060,Mo-min,Mo-min
78,26061,Mo-min,Mo-min
79,26062,Mo-min,Mo-min
80,26063,Mo-min,Mo-min
81,26064,Mo-min,Mo-min
82,26065,Mo-min,Mo-min
83,26066,Mo-min,Mo-min
85,26067,Mo-min,Mo-min
86,26068,Mo-min,Mo-min
87,26069,Mo-min,Mo-min
88,26070,Mo-min,Mo-min
89,26071,Mo-min,Mo-min
90,26072,Mo-min,Mo-min
91,26073,Mo-min,Mo-min
93,26074,Mo-min,Mo-min
94,26075,Mo-min,Mo-min
95,26076,Mo-min,Mo-min
96,26077,Mo-min,Mo-min
97,26078,Mo-min,Mo-min
98,26079,Mo-min,Mo-min
102,26080,Mo-min,Mo-min
103,26081,Mo-min,Mo-min
104,26082,Mo-min,Mo-min
105,26083,Mo-min,Mo-min
106,26084,Mo-min,Mo-min
107,26085,Mo-min,Mo-min
108,26086,Mo-min,Mo-min
110,26087,Mo-min,Mo-min
112,26088,Mo-min,Mo-min
113,26089,Mo-min,Mo-min
115,26090,Mo-min,Mo-min
116,26091,Mo-min,Mo-min
117,26092,Mo-min,Mo-min
119,26093,Mo-min,Mo-min
120,26094,Mo-min,Mo-min
121,26095,Mo-min,Mo-min
122,26096,Mo-min,Mo-min
124,26097,Mo-min,Mo-min
125,26098,Mo-min,Mo-min
126,26099,Mo-min,Mo-min
127,26100,Mo-min,Mo-min
128,26101,Mo-min,Mo-min
129,26102,Mo-min,Mo-min
131,26103,Mo-min,Mo-min
132,26104,Mo-min,Mo-min
134,26105,Mo-min,Mo-min
135,26106,Mo-min,Mo-min
136,26107,Mo-min,Mo-min
137,26108,Mo-min,Mo-min
139,26109,Mo-min,Mo-min
140,26110,Mo-min,Mo-min
141,26111,Mo-min,Mo-min
142,26112,Mo-min,Mo-min
144,26113,Mo-min,Mo-min
145,26114,Mo-min,Mo-min
146,26115,Mo-min,Mo-min
147,26116,Mo-min,Mo-min
149,26117,Mo-min,Mo-min
150,26118,Mo-min,Mo-min
151,26119,Mo-min,Mo-min
153,26120,Mo-min,Mo-min
155,26121,Mo-min,Mo-min
156,26122,Mo-min,Mo-min
158,26123,Mo-min,Mo-min
159,26124,Mo-min,Mo-min
161,26125,Mo-min,Mo-min
162,26126,Mo-min,Mo-min
163,26127,Mo-min,Mo-min
164,26128,Mo-min,Mo-min
165,26129,Mo-min,Mo-min
166,26130,Mo-min,Mo-min
167,26131,Mo-min,Mo-min
168,26132,Mo-min,Mo-min
169,26133,Mo-min,Mo-min
171,26134,Mo-min,Mo-min
172,26135,Mo-min,Mo-min
175,26136,Mo-min,Mo-min
176,26137,Mo-min,Mo-min
180,26138,Mo-min,Mo-min
181,26139,Mo-min,Mo-min
182,26140,Mo-min,Mo-min
183,26141,Mo-min,Mo-min
184,26142,Mo-min,Mo-min
185,26143,Mo-min,Mo-min
187,26144,Mo-min,Mo-min
189,26145,Mo-min,Mo-min
190,26146,Mo-min,Mo-min
193,26147,Mo-min,Mo-min
194,26148,Mo-min,Mo-min
196,26149,Mo-min,Mo-min
197,26150,Mo-min,Mo-min
198,26151,Mo-min,Mo-min
199,26152,Mo-min,Mo-min
201,26153,Mo-min,Mo-min
202,26154,Mo-min,Mo-min
204,26155,Mo-min,Mo-min
205,26156,Mo-min,Mo-min
206,26157,Mo-min,Mo-min
207,26158,Mo-min,Mo-min
209,26159,Mo-min,Mo-min
210,26160,Mo-min,Mo-min
211,26161,Mo-min,Mo-min
212,26162,Mo-min,Mo-min
214,26163,Mo-min,Mo-min
215,26164,Mo-min,Mo-min
216,26165,Mo-min,Mo-min
217,26166,Mo-min,Mo-min
218,26167,Mo-min,Mo-min
219,26168,Mo-min,Mo-min
220,26169,Mo-min,Mo-min
221,26170,Mo-min,Mo-min
223,26171,Mo-min,Mo-min
224,26172,Mo-min,Mo-min
2,27001,More,More
6,27002,More,More
10,27003,More,More
18,27004,More,More
32,27005,More,More
35,27006,More,More
42,27007,More,More
49,27008,More,More
57,27009,More,More
71,27010,More,More
78,27011,More,More
83,27012,More,More
86,27013,More,More
113,27014,More,More
126,27015,More,More
133,27016,More,More
134,27017,More,More
139,27018,More,More
148,27019,More,More
156,27020,More,More
164,27021,More,More
190,27022,More,More
200,27023,More,More
204,27024,More,More
